========================================================================
  KIEM BAT BIEN PHASE 2 — dataset=repobench-p level=function
    dataidx  17: centroids (1, 32, 835, 128) ✅ · labels (1, 32, 16703) (mong 16703) ✅ · o rong 0.0%
    dataidx  18: centroids (1, 32, 394, 128) ✅ · labels (1, 32, 7886) (mong 7886) ✅ · o rong 0.0%
    dataidx  19: centroids (1, 32, 224, 128) ✅ · labels (1, 32, 4484) (mong 4484) ✅ · o rong 0.0%
    dataidx  20: centroids (1, 32, 458, 128) ✅ · labels (1, 32, 9162) (mong 9162) ✅ · o rong 0.0%
    dataidx  21: centroids (1, 32, 1102, 128) ✅ · labels (1, 32, 22054) (mong 22054) ✅ · o rong 0.0%
    dataidx  22: centroids (1, 32, 1157, 128) ✅ · labels (1, 32, 23153) (mong 23153) ✅ · o rong 0.0%
    dataidx  23: centroids (1, 32, 1462, 128) ✅ · labels (1, 32, 29251) (mong 29251) ✅ · o rong 0.0%
    dataidx  24: centroids (1, 32, 474, 128) ✅ · labels (1, 32, 9483) (mong 9483) ✅ · o rong 0.0%
    dataidx  25: centroids (1, 32, 398, 128) ✅ · labels (1, 32, 7962) (mong 7962) ✅ · o rong 0.0%
    dataidx  26: centroids (1, 32, 912, 128) ✅ · labels (1, 32, 18253) (mong 18253) ✅ · o rong 0.0%
    dataidx  27: centroids (1, 32, 510, 128) ✅ · labels (1, 32, 10200) (mong 10200) ✅ · o rong 0.0%
    dataidx  28: centroids (1, 32, 753, 128) ✅ · labels (1, 32, 15065) (mong 15065) ✅ · o rong 0.0%
    dataidx  29: centroids (1, 32, 398, 128) ✅ · labels (1, 32, 7973) (mong 7973) ✅ · o rong 0.0%
    dataidx  30: centroids (1, 32, 683, 128) ✅ · labels (1, 32, 13661) (mong 13661) ✅ · o rong 0.0%
    dataidx  31: centroids (1, 32, 260, 128) ✅ · labels (1, 32, 5218) (mong 5218) ✅ · o rong 0.0%
    dataidx  32: centroids (1, 32, 834, 128) ✅ · labels (1, 32, 16692) (mong 16692) ✅ · o rong 0.0%
    dataidx  33: centroids (1, 32, 1120, 128) ✅ · labels (1, 32, 22410) (mong 22410) ✅ · o rong 0.0%
    dataidx  34: centroids (1, 32, 1569, 128) ✅ · labels (1, 32, 31394) (mong 31394) ✅ · o rong 0.0%
    dataidx  35: centroids (1, 32, 436, 128) ✅ · labels (1, 32, 8738) (mong 8738) ✅ · o rong 0.0%
    dataidx  36: centroids (1, 32, 263, 128) ✅ · labels (1, 32, 5271) (mong 5271) ✅ · o rong 0.0%
    dataidx  37: centroids (1, 32, 967, 128) ✅ · labels (1, 32, 19347) (mong 19347) ✅ · o rong 0.0%
    dataidx  38: centroids (1, 32, 1047, 128) ✅ · labels (1, 32, 20956) (mong 20956) ✅ · o rong 0.0%
    dataidx  39: centroids (1, 32, 358, 128) ✅ · labels (1, 32, 7161) (mong 7161) ✅ · o rong 0.0%
    dataidx  40: centroids (1, 32, 393, 128) ✅ · labels (1, 32, 7870) (mong 7870) ✅ · o rong 0.0%
    dataidx  41: centroids (1, 32, 878, 128) ✅ · labels (1, 32, 17564) (mong 17564) ✅ · o rong 0.0%
    dataidx  42: centroids (1, 32, 516, 128) ✅ · labels (1, 32, 10320) (mong 10320) ✅ · o rong 0.0%
    dataidx  43: centroids (1, 32, 937, 128) ✅ · labels (1, 32, 18740) (mong 18740) ✅ · o rong 0.0%
    dataidx  44: centroids (1, 32, 620, 128) ✅ · labels (1, 32, 12400) (mong 12400) ✅ · o rong 0.0%
    dataidx  45: centroids (1, 32, 942, 128) ✅ · labels (1, 32, 18850) (mong 18850) ✅ · o rong 0.0%
    dataidx  46: centroids (1, 32, 1569, 128) ✅ · labels (1, 32, 31394) (mong 31394) ✅ · o rong 0.0%
    dataidx  47: centroids (1, 32, 914, 128) ✅ · labels (1, 32, 18297) (mong 18297) ✅ · o rong 0.0%
    dataidx  48: centroids (1, 32, 846, 128) ✅ · labels (1, 32, 16926) (mong 16926) ✅ · o rong 0.0%
    dataidx  49: centroids (1, 32, 292, 128) ✅ · labels (1, 32, 5842) (mong 5842) ✅ · o rong 0.0%
    dataidx  50: centroids (1, 32, 533, 128) ✅ · labels (1, 32, 10667) (mong 10667) ✅ · o rong 0.0%
    dataidx  51: centroids (1, 32, 244, 128) ✅ · labels (1, 32, 4892) (mong 4892) ✅ · o rong 0.0%
    dataidx  52: centroids (1, 32, 335, 128) ✅ · labels (1, 32, 6716) (mong 6716) ✅ · o rong 0.0%
    dataidx  53: centroids (1, 32, 854, 128) ✅ · labels (1, 32, 17095) (mong 17095) ✅ · o rong 0.0%
    dataidx  54: centroids (1, 32, 1179, 128) ✅ · labels (1, 32, 23581) (mong 23581) ✅ · o rong 0.0%
    dataidx  55: centroids (1, 32, 1092, 128) ✅ · labels (1, 32, 21843) (mong 21843) ✅ · o rong 0.0%
    dataidx  56: centroids (1, 32, 814, 128) ✅ · labels (1, 32, 16288) (mong 16288) ✅ · o rong 0.0%
    dataidx  57: centroids (1, 32, 329, 128) ✅ · labels (1, 32, 6594) (mong 6594) ✅ · o rong 0.0%
    dataidx  58: centroids (1, 32, 1148, 128) ✅ · labels (1, 32, 22964) (mong 22964) ✅ · o rong 0.0%
    dataidx  59: centroids (1, 32, 1569, 128) ✅ · labels (1, 32, 31394) (mong 31394) ✅ · o rong 0.0%
    dataidx  60: centroids (1, 32, 660, 128) ✅ · labels (1, 32, 13207) (mong 13207) ✅ · o rong 0.0%
    dataidx  61: centroids (1, 32, 780, 128) ✅ · labels (1, 32, 15604) (mong 15604) ✅ · o rong 0.0%
    dataidx  62: centroids (1, 32, 1461, 128) ✅ · labels (1, 32, 29226) (mong 29226) ✅ · o rong 0.0%
    dataidx  63: centroids (1, 32, 184, 128) ✅ · labels (1, 32, 3681) (mong 3681) ✅ · o rong 0.0%
    dataidx  64: centroids (1, 32, 204, 128) ✅ · labels (1, 32, 4088) (mong 4088) ✅ · o rong 0.0%
    dataidx  65: centroids (1, 32, 1030, 128) ✅ · labels (1, 32, 20617) (mong 20617) ✅ · o rong 0.0%
    dataidx  66: centroids (1, 32, 458, 128) ✅ · labels (1, 32, 9162) (mong 9162) ✅ · o rong 0.0%
    dataidx  67: centroids (1, 32, 548, 128) ✅ · labels (1, 32, 10965) (mong 10965) ✅ · o rong 0.0%
    dataidx  68: centroids (1, 32, 690, 128) ✅ · labels (1, 32, 13809) (mong 13809) ✅ · o rong 0.0%
    dataidx  69: centroids (1, 32, 228, 128) ✅ · labels (1, 32, 4567) (mong 4567) ✅ · o rong 0.0%
    dataidx  70: centroids (1, 32, 1569, 128) ✅ · labels (1, 32, 31394) (mong 31394) ✅ · o rong 0.0%
    dataidx  71: centroids (1, 32, 286, 128) ✅ · labels (1, 32, 5725) (mong 5725) ✅ · o rong 0.0%
    dataidx  72: centroids (1, 32, 355, 128) ✅ · labels (1, 32, 7103) (mong 7103) ✅ · o rong 0.0%
    dataidx  73: centroids (1, 32, 1054, 128) ✅ · labels (1, 32, 21085) (mong 21085) ✅ · o rong 0.0%
    dataidx  74: centroids (1, 32, 417, 128) ✅ · labels (1, 32, 8347) (mong 8347) ✅ · o rong 0.0%
    dataidx  75: centroids (1, 32, 1569, 128) ✅ · labels (1, 32, 31394) (mong 31394) ✅ · o rong 0.0%
    dataidx  76: centroids (1, 32, 591, 128) ✅ · labels (1, 32, 11828) (mong 11828) ✅ · o rong 0.0%
    dataidx  77: centroids (1, 32, 1050, 128) ✅ · labels (1, 32, 21003) (mong 21003) ✅ · o rong 0.0%
    dataidx  78: centroids (1, 32, 432, 128) ✅ · labels (1, 32, 8650) (mong 8650) ✅ · o rong 0.0%
    dataidx  79: centroids (1, 32, 255, 128) ✅ · labels (1, 32, 5116) (mong 5116) ✅ · o rong 0.0%
    dataidx  80: centroids (1, 32, 1093, 128) ✅ · labels (1, 32, 21870) (mong 21870) ✅ · o rong 0.0%
    dataidx  81: centroids (1, 32, 853, 128) ✅ · labels (1, 32, 17069) (mong 17069) ✅ · o rong 0.0%
    dataidx  82: centroids (1, 32, 242, 128) ✅ · labels (1, 32, 4849) (mong 4849) ✅ · o rong 0.0%
    dataidx  83: centroids (1, 32, 257, 128) ✅ · labels (1, 32, 5143) (mong 5143) ✅ · o rong 0.0%
    dataidx  84: centroids (1, 32, 797, 128) ✅ · labels (1, 32, 15945) (mong 15945) ✅ · o rong 0.0%
    dataidx  85: centroids (1, 32, 496, 128) ✅ · labels (1, 32, 9920) (mong 9920) ✅ · o rong 0.0%
    dataidx  86: centroids (1, 32, 380, 128) ✅ · labels (1, 32, 7616) (mong 7616) ✅ · o rong 0.0%
    dataidx  87: centroids (1, 32, 1246, 128) ✅ · labels (1, 32, 24927) (mong 24927) ✅ · o rong 0.0%
    dataidx  88: centroids (1, 32, 477, 128) ✅ · labels (1, 32, 9557) (mong 9557) ✅ · o rong 0.0%
    dataidx  89: centroids (1, 32, 230, 128) ✅ · labels (1, 32, 4602) (mong 4602) ✅ · o rong 0.0%
    dataidx  90: centroids (1, 32, 1569, 128) ✅ · labels (1, 32, 31394) (mong 31394) ✅ · o rong 0.0%
    dataidx  91: centroids (1, 32, 796, 128) ✅ · labels (1, 32, 15935) (mong 15935) ✅ · o rong 0.0%
    dataidx  92: centroids (1, 32, 1512, 128) ✅ · labels (1, 32, 30246) (mong 30246) ✅ · o rong 0.0%
    dataidx  93: centroids (1, 32, 313, 128) ✅ · labels (1, 32, 6277) (mong 6277) ✅ · o rong 0.0%
    dataidx  94: centroids (1, 32, 988, 128) ✅ · labels (1, 32, 19770) (mong 19770) ✅ · o rong 0.0%
    dataidx  95: centroids (1, 32, 547, 128) ✅ · labels (1, 32, 10948) (mong 10948) ✅ · o rong 0.0%
    dataidx  96: centroids (1, 32, 253, 128) ✅ · labels (1, 32, 5061) (mong 5061) ✅ · o rong 0.0%
    dataidx  97: centroids (1, 32, 1281, 128) ✅ · labels (1, 32, 25626) (mong 25626) ✅ · o rong 0.0%
    dataidx  98: centroids (1, 32, 270, 128) ✅ · labels (1, 32, 5413) (mong 5413) ✅ · o rong 0.0%
    dataidx  99: centroids (1, 32, 649, 128) ✅ · labels (1, 32, 12991) (mong 12991) ✅ · o rong 0.0%
    dataidx 100: centroids (1, 32, 232, 128) ✅ · labels (1, 32, 4657) (mong 4657) ✅ · o rong 0.0%
    dataidx 102: centroids (1, 32, 558, 128) ✅ · labels (1, 32, 11173) (mong 11173) ✅ · o rong 0.0%
    dataidx 103: centroids (1, 32, 1184, 128) ✅ · labels (1, 32, 23693) (mong 23693) ✅ · o rong 0.0%
    dataidx 104: centroids (1, 32, 217, 128) ✅ · labels (1, 32, 4359) (mong 4359) ✅ · o rong 0.0%
    dataidx 105: centroids (1, 32, 586, 128) ✅ · labels (1, 32, 11735) (mong 11735) ✅ · o rong 0.0%
    dataidx 106: centroids (1, 32, 583, 128) ✅ · labels (1, 32, 11678) (mong 11678) ✅ · o rong 0.0%
    dataidx 107: centroids (1, 32, 421, 128) ✅ · labels (1, 32, 8438) (mong 8438) ✅ · o rong 0.0%
    dataidx 108: centroids (1, 32, 363, 128) ✅ · labels (1, 32, 7278) (mong 7278) ✅ · o rong 0.0%
    dataidx 109: centroids (1, 32, 601, 128) ✅ · labels (1, 32, 12036) (mong 12036) ✅ · o rong 0.0%
    dataidx 110: centroids (1, 32, 581, 128) ✅ · labels (1, 32, 11622) (mong 11622) ✅ · o rong 0.0%
    dataidx 111: centroids (1, 32, 213, 128) ✅ · labels (1, 32, 4262) (mong 4262) ✅ · o rong 0.0%
    dataidx 112: centroids (1, 32, 1144, 128) ✅ · labels (1, 32, 22898) (mong 22898) ✅ · o rong 0.0%
    dataidx 113: centroids (1, 32, 516, 128) ✅ · labels (1, 32, 10332) (mong 10332) ✅ · o rong 0.0%
    dataidx 114: centroids (1, 32, 1204, 128) ✅ · labels (1, 32, 24088) (mong 24088) ✅ · o rong 0.0%
    dataidx 115: centroids (1, 32, 969, 128) ✅ · labels (1, 32, 19396) (mong 19396) ✅ · o rong 0.0%
    dataidx 116: centroids (1, 32, 415, 128) ✅ · labels (1, 32, 8306) (mong 8306) ✅ · o rong 0.0%
    dataidx 117: centroids (1, 32, 236, 128) ✅ · labels (1, 32, 4736) (mong 4736) ✅ · o rong 0.0%
    dataidx 118: centroids (1, 32, 432, 128) ✅ · labels (1, 32, 8656) (mong 8656) ✅ · o rong 0.0%
    dataidx 119: centroids (1, 32, 195, 128) ✅ · labels (1, 32, 3900) (mong 3900) ✅ · o rong 0.0%
    dataidx 120: centroids (1, 32, 861, 128) ✅ · labels (1, 32, 17222) (mong 17222) ✅ · o rong 0.0%
    dataidx 121: centroids (1, 32, 522, 128) ✅ · labels (1, 32, 10457) (mong 10457) ✅ · o rong 0.0%
    dataidx 122: centroids (1, 32, 398, 128) ✅ · labels (1, 32, 7975) (mong 7975) ✅ · o rong 0.0%
    dataidx 123: centroids (1, 32, 1183, 128) ✅ · labels (1, 32, 23661) (mong 23661) ✅ · o rong 0.0%
    dataidx 124: centroids (1, 32, 1378, 128) ✅ · labels (1, 32, 27574) (mong 27574) ✅ · o rong 0.0%
    dataidx 125: centroids (1, 32, 979, 128) ✅ · labels (1, 32, 19594) (mong 19594) ✅ · o rong 0.0%
    dataidx 126: centroids (1, 32, 338, 128) ✅ · labels (1, 32, 6778) (mong 6778) ✅ · o rong 0.0%
    dataidx 127: centroids (1, 32, 1498, 128) ✅ · labels (1, 32, 29979) (mong 29979) ✅ · o rong 0.0%
    dataidx 128: centroids (1, 32, 515, 128) ✅ · labels (1, 32, 10317) (mong 10317) ✅ · o rong 0.0%
    dataidx 129: centroids (1, 32, 379, 128) ✅ · labels (1, 32, 7585) (mong 7585) ✅ · o rong 0.0%
    dataidx 130: centroids (1, 32, 556, 128) ✅ · labels (1, 32, 11128) (mong 11128) ✅ · o rong 0.0%
    dataidx 131: centroids (1, 32, 713, 128) ✅ · labels (1, 32, 14265) (mong 14265) ✅ · o rong 0.0%
    dataidx 132: centroids (1, 32, 960, 128) ✅ · labels (1, 32, 19214) (mong 19214) ✅ · o rong 0.0%
    dataidx 133: centroids (1, 32, 566, 128) ✅ · labels (1, 32, 11321) (mong 11321) ✅ · o rong 0.0%
    dataidx 134: centroids (1, 32, 755, 128) ✅ · labels (1, 32, 15112) (mong 15112) ✅ · o rong 0.0%
    dataidx 135: centroids (1, 32, 1160, 128) ✅ · labels (1, 32, 23214) (mong 23214) ✅ · o rong 0.0%
    dataidx 136: centroids (1, 32, 393, 128) ✅ · labels (1, 32, 7877) (mong 7877) ✅ · o rong 0.0%
    dataidx 137: centroids (1, 32, 232, 128) ✅ · labels (1, 32, 4642) (mong 4642) ✅ · o rong 0.0%
    dataidx 138: centroids (1, 32, 1273, 128) ✅ · labels (1, 32, 25473) (mong 25473) ✅ · o rong 0.0%
    dataidx 139: centroids (1, 32, 773, 128) ✅ · labels (1, 32, 15473) (mong 15473) ✅ · o rong 0.0%
    dataidx 140: centroids (1, 32, 1301, 128) ✅ · labels (1, 32, 26028) (mong 26028) ✅ · o rong 0.0%
    dataidx 141: centroids (1, 32, 356, 128) ✅ · labels (1, 32, 7124) (mong 7124) ✅ · o rong 0.0%
    dataidx 142: centroids (1, 32, 776, 128) ✅ · labels (1, 32, 15532) (mong 15532) ✅ · o rong 0.0%
    dataidx 143: centroids (1, 32, 971, 128) ✅ · labels (1, 32, 19438) (mong 19438) ✅ · o rong 0.0%
    dataidx 144: centroids (1, 32, 225, 128) ✅ · labels (1, 32, 4514) (mong 4514) ✅ · o rong 0.0%
    dataidx 145: centroids (1, 32, 566, 128) ✅ · labels (1, 32, 11323) (mong 11323) ✅ · o rong 0.0%
    dataidx 146: centroids (1, 32, 521, 128) ✅ · labels (1, 32, 10430) (mong 10430) ✅ · o rong 0.0%
    dataidx 147: centroids (1, 32, 655, 128) ✅ · labels (1, 32, 13102) (mong 13102) ✅ · o rong 0.0%
    dataidx 148: centroids (1, 32, 239, 128) ✅ · labels (1, 32, 4783) (mong 4783) ✅ · o rong 0.0%
    dataidx 149: centroids (1, 32, 592, 128) ✅ · labels (1, 32, 11846) (mong 11846) ✅ · o rong 0.0%
    dataidx 150: centroids (1, 32, 379, 128) ✅ · labels (1, 32, 7588) (mong 7588) ✅ · o rong 0.0%
    dataidx 151: centroids (1, 32, 710, 128) ✅ · labels (1, 32, 14207) (mong 14207) ✅ · o rong 0.0%
    dataidx 152: centroids (1, 32, 349, 128) ✅ · labels (1, 32, 6983) (mong 6983) ✅ · o rong 0.0%
    dataidx 153: centroids (1, 32, 268, 128) ✅ · labels (1, 32, 5374) (mong 5374) ✅ · o rong 0.0%
    dataidx 154: centroids (1, 32, 1569, 128) ✅ · labels (1, 32, 31394) (mong 31394) ✅ · o rong 0.0%
    dataidx 155: centroids (1, 32, 262, 128) ✅ · labels (1, 32, 5253) (mong 5253) ✅ · o rong 0.0%
    dataidx 156: centroids (1, 32, 800, 128) ✅ · labels (1, 32, 16014) (mong 16014) ✅ · o rong 0.0%
    dataidx 157: centroids (1, 32, 913, 128) ✅ · labels (1, 32, 18279) (mong 18279) ✅ · o rong 0.0%
    dataidx 158: centroids (1, 32, 867, 128) ✅ · labels (1, 32, 17352) (mong 17352) ✅ · o rong 0.0%
    dataidx 159: centroids (1, 32, 340, 128) ✅ · labels (1, 32, 6812) (mong 6812) ✅ · o rong 0.0%
    dataidx 160: centroids (1, 32, 297, 128) ✅ · labels (1, 32, 5956) (mong 5956) ✅ · o rong 0.0%
    dataidx 161: centroids (1, 32, 1569, 128) ✅ · labels (1, 32, 31394) (mong 31394) ✅ · o rong 0.0%
    dataidx 162: centroids (1, 32, 360, 128) ✅ · labels (1, 32, 7209) (mong 7209) ✅ · o rong 0.0%
    dataidx 163: centroids (1, 32, 748, 128) ✅ · labels (1, 32, 14970) (mong 14970) ✅ · o rong 0.0%
    dataidx 164: centroids (1, 32, 1152, 128) ✅ · labels (1, 32, 23059) (mong 23059) ✅ · o rong 0.0%
    dataidx 165: centroids (1, 32, 739, 128) ✅ · labels (1, 32, 14790) (mong 14790) ✅ · o rong 0.0%
    dataidx 166: centroids (1, 32, 296, 128) ✅ · labels (1, 32, 5935) (mong 5935) ✅ · o rong 0.0%
    dataidx 167: centroids (1, 32, 565, 128) ✅ · labels (1, 32, 11307) (mong 11307) ✅ · o rong 0.0%
    dataidx 168: centroids (1, 32, 966, 128) ✅ · labels (1, 32, 19323) (mong 19323) ✅ · o rong 0.0%
    dataidx 169: centroids (1, 32, 716, 128) ✅ · labels (1, 32, 14328) (mong 14328) ✅ · o rong 0.0%
    dataidx 170: centroids (1, 32, 1569, 128) ✅ · labels (1, 32, 31394) (mong 31394) ✅ · o rong 0.0%
    dataidx 171: centroids (1, 32, 253, 128) ✅ · labels (1, 32, 5078) (mong 5078) ✅ · o rong 0.0%
    dataidx 172: centroids (1, 32, 1421, 128) ✅ · labels (1, 32, 28430) (mong 28430) ✅ · o rong 0.0%
    dataidx 173: centroids (1, 32, 833, 128) ✅ · labels (1, 32, 16665) (mong 16665) ✅ · o rong 0.0%
    dataidx 174: centroids (1, 32, 279, 128) ✅ · labels (1, 32, 5583) (mong 5583) ✅ · o rong 0.0%
    dataidx 175: centroids (1, 32, 759, 128) ✅ · labels (1, 32, 15182) (mong 15182) ✅ · o rong 0.0%
    dataidx 176: centroids (1, 32, 628, 128) ✅ · labels (1, 32, 12578) (mong 12578) ✅ · o rong 0.0%
    dataidx 177: centroids (1, 32, 559, 128) ✅ · labels (1, 32, 11197) (mong 11197) ✅ · o rong 0.0%
    dataidx 178: centroids (1, 32, 247, 128) ✅ · labels (1, 32, 4953) (mong 4953) ✅ · o rong 0.0%
    dataidx 179: centroids (1, 32, 385, 128) ✅ · labels (1, 32, 7715) (mong 7715) ✅ · o rong 0.0%
    dataidx 180: centroids (1, 32, 1521, 128) ✅ · labels (1, 32, 30421) (mong 30421) ✅ · o rong 0.0%
    dataidx 181: centroids (1, 32, 222, 128) ✅ · labels (1, 32, 4443) (mong 4443) ✅ · o rong 0.0%
    dataidx 182: centroids (1, 32, 754, 128) ✅ · labels (1, 32, 15088) (mong 15088) ✅ · o rong 0.0%
    dataidx 183: centroids (1, 32, 696, 128) ✅ · labels (1, 32, 13934) (mong 13934) ✅ · o rong 0.0%
    dataidx 184: centroids (1, 32, 322, 128) ✅ · labels (1, 32, 6451) (mong 6451) ✅ · o rong 0.0%
    dataidx 185: centroids (1, 32, 1332, 128) ✅ · labels (1, 32, 26654) (mong 26654) ✅ · o rong 0.0%
    dataidx 186: centroids (1, 32, 999, 128) ✅ · labels (1, 32, 19982) (mong 19982) ✅ · o rong 0.0%
    dataidx 187: centroids (1, 32, 440, 128) ✅ · labels (1, 32, 8805) (mong 8805) ✅ · o rong 0.0%
    dataidx 188: centroids (1, 32, 286, 128) ✅ · labels (1, 32, 5730) (mong 5730) ✅ · o rong 0.0%
    dataidx 189: centroids (1, 32, 1266, 128) ✅ · labels (1, 32, 25334) (mong 25334) ✅ · o rong 0.0%
    dataidx 190: centroids (1, 32, 444, 128) ✅ · labels (1, 32, 8898) (mong 8898) ✅ · o rong 0.0%
    dataidx 191: centroids (1, 32, 909, 128) ✅ · labels (1, 32, 18180) (mong 18180) ✅ · o rong 0.0%
    dataidx 192: centroids (1, 32, 1035, 128) ✅ · labels (1, 32, 20715) (mong 20715) ✅ · o rong 0.0%
    dataidx 193: centroids (1, 32, 319, 128) ✅ · labels (1, 32, 6392) (mong 6392) ✅ · o rong 0.0%
    dataidx 194: centroids (1, 32, 276, 128) ✅ · labels (1, 32, 5521) (mong 5521) ✅ · o rong 0.0%
    dataidx 195: centroids (1, 32, 753, 128) ✅ · labels (1, 32, 15075) (mong 15075) ✅ · o rong 0.0%
    dataidx 196: centroids (1, 32, 395, 128) ✅ · labels (1, 32, 7906) (mong 7906) ✅ · o rong 0.0%
    dataidx 197: centroids (1, 32, 847, 128) ✅ · labels (1, 32, 16956) (mong 16956) ✅ · o rong 0.0%
    dataidx 198: centroids (1, 32, 851, 128) ✅ · labels (1, 32, 17037) (mong 17037) ✅ · o rong 0.0%
    dataidx 199: centroids (1, 32, 522, 128) ✅ · labels (1, 32, 10455) (mong 10455) ✅ · o rong 0.0%

[A] Ranh gioi cung — hard_boundary
    dataidx 0: [!] sp_len dung lai 15895 != meta 16498
    dataidx 1: [!] sp_len dung lai 22923 != meta 24119
    dataidx 2: [!] sp_len dung lai 18771 != meta 19137
    dataidx 3: [!] sp_len dung lai 22923 != meta 24006
    dataidx 4: [!] sp_len dung lai 18918 != meta 20930
    dataidx 5: [!] sp_len dung lai 20315 != meta 20710
    dataidx 6: [!] sp_len dung lai 4433 != meta 5107
    dataidx 7: [!] sp_len dung lai 19192 != meta 20358
    dataidx 8: [!] sp_len dung lai 20547 != meta 23097
    dataidx 9: [!] sp_len dung lai 23762 != meta 25927
    dataidx 10: [!] sp_len dung lai 4156 != meta 4562
    dataidx 11: [!] sp_len dung lai 5451 != meta 6680
    dataidx 12: [!] sp_len dung lai 11373 != meta 12490
    dataidx 13: [!] sp_len dung lai 4789 != meta 6717
    dataidx 14: [!] sp_len dung lai 27502 != meta 27856
    dataidx 15: [!] sp_len dung lai 5731 != meta 6208
    dataidx 16: [!] sp_len dung lai 18852 != meta 20035
    dataidx 17: [!] sp_len dung lai 15753 != meta 16803
    dataidx 18: [!] sp_len dung lai 7249 != meta 7986
    dataidx 19: [!] sp_len dung lai 1926 != meta 4584
    dataidx 20: [!] sp_len dung lai 8388 != meta 9262
    dataidx 21: [!] sp_len dung lai 21205 != meta 22154
    dataidx 22: [!] sp_len dung lai 21045 != meta 23253
    dataidx 23: [!] sp_len dung lai 27455 != meta 29351
    dataidx 24: [!] sp_len dung lai 8042 != meta 9583
    dataidx 25: [!] sp_len dung lai 7567 != meta 8062
    dataidx 26: [!] sp_len dung lai 16846 != meta 18353
    dataidx 27: [!] sp_len dung lai 8468 != meta 10300
    dataidx 28: [!] sp_len dung lai 13835 != meta 15165
    dataidx 29: [!] sp_len dung lai 6097 != meta 8073
    dataidx 30: [!] sp_len dung lai 11558 != meta 13761
    dataidx 31: [!] sp_len dung lai 4705 != meta 5318
    dataidx 32: [!] sp_len dung lai 15112 != meta 16792
    dataidx 33: [!] sp_len dung lai 20679 != meta 22510
    dataidx 34: [!] sp_len dung lai 30875 != meta 31494
    dataidx 35: [!] sp_len dung lai 7554 != meta 8838
    dataidx 36: [!] sp_len dung lai 4468 != meta 5371
    dataidx 37: [!] sp_len dung lai 17652 != meta 19447
    dataidx 38: [!] sp_len dung lai 19521 != meta 21056
    dataidx 39: [!] sp_len dung lai 6320 != meta 7261
    dataidx 40: [!] sp_len dung lai 5655 != meta 7970
    dataidx 41: [!] sp_len dung lai 16411 != meta 17664
    dataidx 42: [!] sp_len dung lai 8930 != meta 10420
    dataidx 43: [!] sp_len dung lai 17173 != meta 18840
    dataidx 44: [!] sp_len dung lai 10544 != meta 12500
    dataidx 45: [!] sp_len dung lai 16750 != meta 18950
    dataidx 46: [!] sp_len dung lai 30511 != meta 31494
    dataidx 47: [!] sp_len dung lai 16846 != meta 18397
    dataidx 48: [!] sp_len dung lai 15809 != meta 17026
    dataidx 49: [!] sp_len dung lai 4893 != meta 5942
    dataidx 50: [!] sp_len dung lai 9352 != meta 10767
    dataidx 51: [!] sp_len dung lai 4364 != meta 4992
    dataidx 52: [!] sp_len dung lai 5749 != meta 6816
    dataidx 53: [!] sp_len dung lai 15818 != meta 17195
    dataidx 54: [!] sp_len dung lai 21919 != meta 23681
    dataidx 55: [!] sp_len dung lai 21266 != meta 21943
    dataidx 56: [!] sp_len dung lai 15576 != meta 16388
    dataidx 57: [!] sp_len dung lai 4317 != meta 6694
    dataidx 58: [!] sp_len dung lai 21770 != meta 23064
    dataidx 59: [!] sp_len dung lai 29243 != meta 31494
    dataidx 60: [!] sp_len dung lai 13059 != meta 13307
    dataidx 61: [!] sp_len dung lai 13816 != meta 15704
    dataidx 62: [!] sp_len dung lai 27350 != meta 29326
    dataidx 63: [!] sp_len dung lai 3081 != meta 3781
    dataidx 64: [!] sp_len dung lai 1698 != meta 4188
    dataidx 65: [!] sp_len dung lai 19945 != meta 20717
    dataidx 66: [!] sp_len dung lai 7981 != meta 9262
    dataidx 67: [!] sp_len dung lai 10517 != meta 11065
    dataidx 68: [!] sp_len dung lai 12324 != meta 13909
    dataidx 69: [!] sp_len dung lai 2794 != meta 4667
    dataidx 70: [!] sp_len dung lai 30490 != meta 31494
    dataidx 71: [!] sp_len dung lai 4882 != meta 5825
    dataidx 72: [!] sp_len dung lai 6406 != meta 7203
    dataidx 73: [!] sp_len dung lai 18900 != meta 21185
    dataidx 74: [!] sp_len dung lai 7803 != meta 8447
    dataidx 75: [!] sp_len dung lai 30543 != meta 31494
    dataidx 76: [!] sp_len dung lai 7667 != meta 11928
    dataidx 77: [!] sp_len dung lai 19456 != meta 21103
    dataidx 78: [!] sp_len dung lai 7101 != meta 8750
    dataidx 79: [!] sp_len dung lai 4003 != meta 5216
    dataidx 80: [!] sp_len dung lai 19604 != meta 21970
    dataidx 81: [!] sp_len dung lai 15753 != meta 17169
    dataidx 82: [!] sp_len dung lai 3789 != meta 4949
    dataidx 83: [!] sp_len dung lai 3565 != meta 5243
    dataidx 84: [!] sp_len dung lai 14504 != meta 16045
    dataidx 85: [!] sp_len dung lai 9684 != meta 10020
    dataidx 86: [!] sp_len dung lai 7224 != meta 7716
    dataidx 87: [!] sp_len dung lai 22955 != meta 25027
    dataidx 88: [!] sp_len dung lai 8329 != meta 9657
    dataidx 89: [!] sp_len dung lai 3387 != meta 4702
    dataidx 90: [!] sp_len dung lai 29627 != meta 31494
    dataidx 91: [!] sp_len dung lai 14508 != meta 16035
    dataidx 92: [!] sp_len dung lai 28162 != meta 30346
